"beta_bias","avg_of_beta_se","sd_of_beta_se","omega_bias","avg_of_omega_se","sd_of_omega_se","rho_bias","avg_of_rho_se","sd_of_rho_se","rho","N","n_reps","beta_free","omega_var","Tfull","sd_of_beta_estimates","sd_of_omega_estimates","sd_of_rho_estimates","se_of_beta_ci","success_beta_rescaled","failure_beta_rescaled","p_beta_rescaled","bino_ci_norm_lower_beta_rescaled","bino_ci_exact_lower_beta_rescaled","bino_ci_wilson_lower_beta_rescaled","bino_ci_norm_upper_beta_rescaled","bino_ci_exact_upper_beta_rescaled","bino_ci_wilson_upper_beta_rescaled","success_beta","failure_beta","p_beta","bino_ci_norm_lower_beta","bino_ci_exact_lower_beta","bino_ci_wilson_lower_beta","bino_ci_norm_upper_beta","bino_ci_exact_upper_beta","bino_ci_wilson_upper_beta","se_of_omega_ci","success_omega_rescaled","failure_omega_rescaled","p_omega_rescaled","bino_ci_norm_lower_omega_rescaled","bino_ci_exact_lower_omega_rescaled","bino_ci_wilson_lower_omega_rescaled","bino_ci_norm_upper_omega_rescaled","bino_ci_exact_upper_omega_rescaled","bino_ci_wilson_upper_omega_rescaled","success_omega","failure_omega","p_omega","bino_ci_norm_lower_omega","bino_ci_exact_lower_omega","bino_ci_wilson_lower_omega","bino_ci_norm_upper_omega","bino_ci_exact_upper_omega","bino_ci_wilson_upper_omega","se_of_rho_ci","success_rho_rescaled","failure_rho_rescaled","p_rho_rescaled","bino_ci_norm_lower_rho_rescaled","bino_ci_exact_lower_rho_rescaled","bino_ci_wilson_lower_rho_rescaled","bino_ci_norm_upper_rho_rescaled","bino_ci_exact_upper_rho_rescaled","bino_ci_wilson_upper_rho_rescaled","success_rho","failure_rho","p_rho","bino_ci_norm_lower_rho","bino_ci_exact_lower_rho","bino_ci_wilson_lower_rho","bino_ci_norm_upper_rho","bino_ci_exact_upper_rho","bino_ci_wilson_upper_rho","beta_mse","beta_smse_with_model_se","beta_smse_with_emp_se","beta_smse_with_avg_model_se","omega_mse","omega_smse_with_model_se","omega_smse_with_emp_se","omega_smse_with_avg_model_se","rho_mse","rho_smse_with_model_se","rho_smse_with_emp_se","rho_smse_with_avg_model_se","beta_bias_trimmed","omega_bias_trimmed","rho_bias_trimmed","beta_mse_trimmed","beta_smse_with_model_se_trimmed","beta_smse_with_emp_se_trimmed","beta_smse_with_avg_model_se_trimmed","omega_mse_trimmed","omega_smse_with_model_se_trimmed","omega_smse_with_emp_se_trimmed","omega_smse_with_avg_model_se_trimmed","rho_mse_trimmed","rho_smse_with_model_se_trimmed","rho_smse_with_emp_se_trimmed","rho_smse_with_avg_model_se_trimmed"
0.000667604485248793,0.0340288123587851,0.00348132191974548,0.000768303212477676,0.0135505184245099,0.00326928785260185,0.00110504874754839,0.0162021276936007,0.00199557017067413,-0.9,500,3000,0.2,0.0625,2,0.0335751715327105,0.0136509161529017,0.0161265973350212,0.0325378934435546,2805,184,0.938440950150552,0.929824377320966,0.929219375580724,0.929248778984536,0.947057522980138,0.946792215335745,0.946507600383714,2846,143,0.952157912345266,0.94450644576772,0.94388482587704,0.943908997966199,0.959809378922812,0.959530689870737,0.959246093003803,0.0124151793878439,2775,214,0.928404148544664,0.919161475311603,0.918568078494971,0.918601178125848,0.937646821777725,0.937391246236846,0.937107363485021,2795,194,0.935095349615256,0.926263513738694,0.925662421391154,0.925693066861088,0.943927185491818,0.943665125872214,0.943380699921367,0.0158497140097747,2828,161,0.946135831381733,0.938042788166105,0.937428599618184,0.937455099887721,0.954228874597361,0.953956075814271,0.953671288427853,2839,150,0.949815991970559,0.94198913234728,0.941370432139055,0.941395516445998,0.957642851593837,0.957366456749749,0.95708174571395,0.0011273606922798,0.970665062251675,1.0000608083976,0.973574755254655,0.000186875457206328,1.11515534907671,1.00283312284472,1.01774844174409,0.000261201266263555,1.00516246997016,1.00436089177063,0.995018548597911,0.00048745204612667,0.000419251892753122,0.000877729961889837,0.000982755744478707,0.851086761210666,0.8717844351068,0.852504510709473,0.000153943308322094,0.902393901100299,0.826108740728023,0.852903555653836,0.000222590121804103,0.864368549641382,0.855894829426007,0.850625875686418
0.00100123725255957,0.0301218377459552,0.00231955235713169,0.000577236552801473,0.0113902254252208,0.00204636012617529,0.00333018779576542,0.0531454672350197,0.0060756223425795,-0.6,500,3000,0.2,0.0625,2,0.02979875757543,0.0112762742611179,0.0530603285850947,0.0294698241827122,2831,167,0.944296197464977,0.936086468513014,0.935476362188456,0.935503479927806,0.95250592641694,0.952235746987295,0.95195178263179,2855,143,0.952301534356238,0.944672462177966,0.944052552422017,0.944076595184566,0.959930606534509,0.959652625522457,0.959368852286014,0.0107707812598243,2827,171,0.942961974649766,0.934660378389254,0.934051868303965,0.934079489813446,0.951263570910279,0.950994687392503,0.950710741927652,2854,144,0.951967978652435,0.944313618739701,0.943694126332941,0.943718299252292,0.959622338565169,0.959344683681541,0.959060890513663,0.0517082416508901,2830,168,0.943962641761174,0.935729823902129,0.935120117525841,0.935147361415876,0.95219545962022,0.951925604267407,0.951641643439096,2847,151,0.949633088725817,0.941804511214283,0.941187916820721,0.941212995502552,0.957461666237351,0.957186291392741,0.956902390331033,0.000888672242966742,0.976854453904154,1.00079540203662,0.979441915540634,0.000127445150187394,1.01989012194005,1.00228689737948,0.982332866537816,0.00282554952809529,1.00935149604674,1.00360554949746,1.00039258762685,0.000889688409247509,0.000354018130465524,0.00275281247093067,0.000786409538647933,0.864096762865413,0.885630283409272,0.86858928452834,0.000107374708999193,0.852829938613452,0.844443776648866,0.835253228178486,0.0024422987388165,0.868521416096575,0.867478889835347,0.86754447215906
0.00139443472655778,0.0292963281679383,0.00197003778135086,0.000303530917967168,0.0111194185071491,0.00178184442275012,0.00649076963679842,0.0861553186619336,0.00893003802310406,-0.3,500,3000,0.2,0.0625,2,0.0286839880286006,0.0109289810477632,0.0858709230447615,0.0290545498525165,2860,139,0.953651217072357,0.946126783550597,0.945505385907228,0.945528892042347,0.961175650594118,0.960896443268269,0.960612853139437,2869,130,0.956652217405802,0.94936401637693,0.948738788012914,0.948761106133844,0.963940418434674,0.963658268219475,0.963374961507798,0.0109554109510695,2843,156,0.947982660886962,0.940035095277226,0.939420733659792,0.939446438600715,0.955930226496699,0.955656553131951,0.955372697490227,2847,152,0.949316438812938,0.94146590984638,0.940849913447082,0.940875105763827,0.957166967779495,0.956891994812334,0.956608173642608,0.0821459636760885,2819,180,0.93997999333111,0.931479048783371,0.930874277725206,0.930903007729129,0.948480937878849,0.948215037167249,0.947931268468861,2847,152,0.949316438812938,0.94146590984638,0.940849913447082,0.940875105763827,0.957166967779495,0.956891994812334,0.956608173642608,0.000824441268925624,0.959887227318123,1.00202984713513,0.960579556269691,0.000119494930275787,0.976878047548572,1.00043789671113,0.966463212298224,0.00741348675697647,1.02893325728069,1.00538002785979,0.998753536013397,0.00145392304177472,6.43377182585236e-05,0.00585110010290709,0.000719373312820389,0.836379088648456,0.874329752582457,0.839863874184052,9.91445741114213e-05,0.827408033416227,0.830060229044289,0.808691084844395,0.00646003211805021,0.887408540731303,0.8760772742608,0.871966507287245
0.00173935329430057,0.0292032632659588,0.00179045809912961,0.00044634759711398,0.0114565905016,0.00175776931223371,0.00220130984753036,0.108635526491071,0.00893983642506534,0,500,3000,0.2,0.0625,2,0.0287867018225754,0.011407648776031,0.104704356758822,0.0290444407623356,2861,139,0.953666666666667,0.946144680360308,0.945523473052046,0.945546965226286,0.961188652973025,0.960909524911333,0.960626026030269,2864,136,0.954666666666667,0.947222395740116,0.946599921374674,0.946623019831301,0.962110937593217,0.961830830362099,0.961547413727803,0.0112166096200219,2850,150,0.95,0.942201083528953,0.941584452797374,0.941609372911766,0.957798916471047,0.95752337009265,0.957239663235441,2837,163,0.945666666666667,0.937555381324467,0.936944037844021,0.936970617728705,0.953777952008866,0.953506623948502,0.953222835107455,0.109401618399567,2874,126,0.958,0.950822141974711,0.950195376821371,0.950217147803553,0.965177858025288,0.964894478297534,0.964611426764048,2823,177,0.941,0.932568433268361,0.931962662421231,0.931991001535567,0.949431566731639,0.949164767632031,0.948881053888696,0.000831423326970321,0.972805384282614,1.00331749817046,0.974898580354017,0.000130290298624531,1.03571647467959,1.00119759238645,0.992661776281038,0.0109641937552153,1.01697891414976,1.00010867743174,0.929036880346402,0.00174934638911649,0.000269549010551559,0.00203334947445989,0.000729036344221325,0.85118845106363,0.879762327122667,0.856348787515931,0.000110622555101533,0.869557399175773,0.850063565749163,0.848020828351238,0.00955164987162381,0.855841298104542,0.871262231740185,0.809696582475571
0.00161687581521999,0.0298708183654367,0.00159210655783552,0.00072945678430759,0.0122179402422246,0.00172966483325201,-0.00834913825811616,0.105421266896048,0.0133519752469038,0.3,500,3000,0.2,0.0625,2,0.0296103434462283,0.0116827050106311,0.100220333265158,0.0292201843652874,2838,161,0.946315438479493,0.938248615507227,0.93763628138897,0.937662623425055,0.954382261451759,0.954110210717011,0.953826333521523,2859,140,0.953317772590864,0.945767641566831,0.945146664626394,0.945170301653324,0.960867903614896,0.960589022652424,0.960305407699587,0.0117297080383203,2838,161,0.946315438479493,0.938248615507227,0.93763628138897,0.937662623425055,0.954382261451759,0.954110210717011,0.953826333521523,2858,141,0.95298432810937,0.945408605549806,0.944788048387703,0.944811816097473,0.960560050668933,0.960281495954405,0.959997857426566,0.103287542904655,2873,126,0.957985995331777,0.950805796372333,0.950178837558744,0.950200621430511,0.965166194291222,0.964882732533128,0.964599589526624,2831,168,0.943981327109036,0.935751172982641,0.935141649825076,0.935168877400703,0.952211481235432,0.951941699023983,0.951657828743763,0.000879094371474126,0.982963338891387,1.00264827265005,0.985238234506976,0.000136972193196686,0.942990779166513,1.00356518815332,0.91756410650223,0.0101104741546475,1.01156618141987,1.00660674967863,0.909735330446818,0.00162681031434135,0.000566170944139568,-0.0073212159409852,0.000769918226378538,0.860943204254006,0.878127769679337,0.863942015219028,0.000116673782420041,0.800791473770855,0.854843188783525,0.785444020663165,0.00879861125025177,0.854535191348655,0.875996648310558,0.791135516253994
0.00141489692119371,0.0321674662780242,0.00169665839969726,0.00102694687718948,0.0140707172171407,0.00195363522081641,-0.00879194331903948,0.0677063432172174,0.0137281023433084,0.6,500,3000,0.2,0.0625,2,0.0320985908149955,0.0135234989180557,0.0667081524272372,0.0316789006914907,2838,159,0.946946946946947,0.938922359118054,0.938308845065808,0.938334963943728,0.95497153477584,0.954698685080192,0.954414632048866,2847,150,0.94994994994995,0.942143432404155,0.941526238631729,0.941551203354411,0.957756467495745,0.957480690214698,0.957196710192445,0.0134147526772573,2840,157,0.947614280947614,0.939637512722554,0.939023186006629,0.93904904956944,0.955591049172674,0.955317549496828,0.955033505879656,2856,141,0.952952952952953,0.945372299648369,0.944751362482286,0.944775158481115,0.960533606257537,0.960254893735487,0.959971072620002,0.0656464135483841,2834,163,0.945612278945612,0.93749310768595,0.936881210855203,0.936907838485673,0.953731450205274,0.953459899533226,0.953175838593916,2851,146,0.951284617951285,0.943577482110824,0.942958633025632,0.942983080231497,0.958991753791745,0.958714672987703,0.958430752228364,0.00103197768197839,0.993861023967357,1.00160935478546,0.997324749192156,0.000183878620178196,0.94295137440871,1.00543290628897,0.928749870381874,0.00452579105690329,0.966475165291718,1.01703681758834,0.987269642398935,0.00132925422562515,0.000835614289840827,-0.00703617196068887,0.000889623933324053,0.859382210446139,0.863444694026889,0.860218674033186,0.000156673375160044,0.808423669477182,0.856676903343135,0.794942721942767,0.00362835723379695,0.811042634239593,0.815365280397953,0.800062531388554
-0.000403070047874909,0.042215553364544,0.00265076566565872,0.001415396445859,0.0260317343046065,0.00426119186948301,-0.00141636622928151,0.014801654085302,0.00286150102076406,0.9,500,3000,0.2,0.0625,2,0.0415917866295303,0.0255992940266481,0.0148065479279428,0.0417747449057378,2837,149,0.950100468854655,0.94229073581735,0.941671053422722,0.941696052811002,0.95791020189196,0.957633246685403,0.957348273459143,2850,136,0.954454119223041,0.946975778115512,0.946350617751921,0.946373909420064,0.96193246033057,0.961651230427904,0.961366530125016,0.0245915683352859,2801,185,0.938044206296048,0.929397398510465,0.928792249096055,0.928821830749558,0.946691014081632,0.946425821738263,0.946140951066923,2837,149,0.950100468854655,0.94229073581735,0.941671053422722,0.941696052811002,0.95791020189196,0.957633246685403,0.957348273459143,0.0129233738035235,2737,249,0.916610850636303,0.90669453233844,0.906113796892422,0.906151182068109,0.926527168934166,0.926282745082836,0.92599996516408,2841,145,0.951440053583389,0.94373043301926,0.943109080922296,0.943133558452661,0.959149674147518,0.958871405596972,0.958586494979002,0.00172945985139235,0.970479275628191,0.999759021183188,0.97043289993472,0.000657107736304713,4.5635003008217,1.00272213750383,0.969684323031355,0.000221166534254681,1.01385763046809,1.00881557574462,1.00948277156013,-0.000325449191951975,0.00102400660025313,-0.00108676236455352,0.00149497833479525,0.840920538491149,0.864210912720343,0.839649772436348,0.000559098450132772,0.843900040536314,0.853163586453712,0.827142973217214,0.000182270338229996,0.843459138553462,0.831396833261038,0.841660831702135
0.00219682175787011,0.0401875937640074,0.00479547350413935,0.000798507341514058,0.0128492287916318,0.0028726449214711,0.000734950275766537,0.0155328367513056,0.00186582871503347,-0.9,500,3000,0.4,0.0625,2,0.0382026588953777,0.012495017621318,0.015081108327017,0.0392025441669186,2851,138,0.953830712612914,0.946307603325594,0.945683871752664,0.945707386307108,0.961353821900234,0.961073490907823,0.960789010955792,2887,102,0.96587487453998,0.959366347747936,0.95872653768441,0.958745123536523,0.972383401332024,0.972091133865827,0.971808679035234,0.0121931117165153,2831,158,0.947139511542322,0.939117972584575,0.938502562139704,0.938528678212279,0.955161050500069,0.95488727197378,0.954602493879034,2836,153,0.94881231180997,0.940911748682057,0.940294287704715,0.940319760204969,0.956712874937883,0.956437461871355,0.95615271817924,0.0150672921927163,2833,156,0.947808631649381,0.939835208635225,0.93921898013672,0.939244839278356,0.955782054663538,0.955507622574334,0.955222855330115,2853,136,0.954499832719973,0.94702881856968,0.946404235712603,0.946427485759817,0.961970846870266,0.961689858274803,0.961405434020242,0.00146378090113516,0.897807712074691,1.00297219831307,0.906341923898148,0.000156710845987452,1.00436683191003,1.00374942440726,0.949172027220787,0.000227903887997915,0.970888412149641,1.0020403621917,0.944604866049874,0.00178821255695906,0.000461608352125881,0.000583607675286145,0.00127621475226173,0.791859998863638,0.874453215370468,0.794588910060289,0.000126620813444094,0.822511108426354,0.811019606279613,0.778820853787959,0.000198021097532991,0.833958782277777,0.870652686255932,0.823182994058272
0.00261886230812506,0.0344358824535534,0.00314484690734475,0.0006082123634547,0.0109854583166413,0.00198328950407,0.00321283596174722,0.0512726022089224,0.00547354369528388,-0.6,500,3000,0.4,0.0625,2,0.0335605701271057,0.0111612072942567,0.0501795013489834,0.0340917530270518,2852,146,0.95130086724483,0.943596236361305,0.942977576073735,0.943002008720604,0.959005498128354,0.958728495184813,0.958444665636103,2862,136,0.954636424282855,0.947187305189422,0.946564448513753,0.946587574413763,0.962085543376288,0.961805276296593,0.961521676989187,0.0109795846501451,2847,151,0.949633088725817,0.941804511214283,0.941187916820721,0.941212995502552,0.957461666237351,0.957186291392741,0.956902390331033,2818,180,0.939959973315544,0.931456283787957,0.93085133244454,0.930880079714605,0.948463662843131,0.948197691539591,0.947913832684875,0.0503894218727944,2836,162,0.945963975983989,0.937870943767844,0.93725882842735,0.937285313248682,0.954057008200134,0.953785207340821,0.953501237834036,2848,150,0.94996664442962,0.942162662219345,0.941545656240387,0.941570606079402,0.957770626639895,0.957494926367727,0.957211037458807,0.00113279461929771,0.946031170030354,1.00575573447266,0.955275730044475,0.000124900918660417,1.07428233296322,1.00263597718454,1.03497359907684,0.00252746478317292,0.970706765192354,1.00376588323548,0.961422748761183,0.00239437029927286,0.000363946029149204,0.00274580246008098,0.00097599069940423,0.821224751369466,0.866536816114423,0.826215153637414,0.000102624733491251,0.886588628730557,0.823814997126299,0.859121896896744,0.00215362667355263,0.820880353680898,0.855298556296497,0.821857926620955
0.00213089085547573,0.0324752931434641,0.00263715509939492,0.000228094879344932,0.010682495797127,0.00165801686641174,0.00336568848471474,0.0821978794073199,0.00789897612618998,-0.3,500,3000,0.4,0.0625,2,0.0318033450412811,0.0103794892479444,0.0807449963885259,0.0313824720509412,2852,146,0.95130086724483,0.943596236361305,0.942977576073735,0.943002008720604,0.959005498128354,0.958728495184813,0.958444665636103,2872,126,0.957971981320881,0.950789439901024,0.9501622873082,0.950184084081864,0.965154522740737,0.964870978905919,0.964587744367329,0.0101401386089774,2841,157,0.947631754503002,0.939657573455448,0.939043432786549,0.939069280900496,0.955605935550556,0.95533251139376,0.955048558705343,2852,146,0.95130086724483,0.943596236361305,0.942977576073735,0.943002008720604,0.959005498128354,0.958728495184813,0.958444665636103,0.0807500363256221,2850,148,0.950633755837225,0.942879253407052,0.942261421892963,0.942286113505515,0.958388258267398,0.958111906855633,0.957828045441944,2854,144,0.951967978652435,0.944313618739701,0.943694126332941,0.943718299252292,0.959622338565169,0.959344683681541,0.959060890513663,0.0010156560758169,0.950004752766668,1.00415572549282,0.963031540157535,0.000107749889099679,0.998954871798339,1.00014936864686,0.94421603304369,0.00652890759947775,0.993016243326284,1.00140391141667,0.966316277663303,0.00189474305577035,5.16103686919033e-05,0.00263518467233528,0.000871805268929406,0.826783953337573,0.861933752137659,0.828647756696773,9.0422354894371e-05,0.827013559655807,0.839312800364045,0.797892797432393,0.00568457002098894,0.856963731364271,0.871899405376116,0.842734358148554
