"beta_bias","avg_of_beta_se","sd_of_beta_se","omega_bias","avg_of_omega_se","sd_of_omega_se","rho_bias","avg_of_rho_se","sd_of_rho_se","rho","N","n_reps","beta_free","omega_var","Tfull","sd_of_beta_estimates","sd_of_omega_estimates","sd_of_rho_estimates","se_of_beta_ci","success_beta_rescaled","failure_beta_rescaled","p_beta_rescaled","bino_ci_norm_lower_beta_rescaled","bino_ci_exact_lower_beta_rescaled","bino_ci_wilson_lower_beta_rescaled","bino_ci_norm_upper_beta_rescaled","bino_ci_exact_upper_beta_rescaled","bino_ci_wilson_upper_beta_rescaled","success_beta","failure_beta","p_beta","bino_ci_norm_lower_beta","bino_ci_exact_lower_beta","bino_ci_wilson_lower_beta","bino_ci_norm_upper_beta","bino_ci_exact_upper_beta","bino_ci_wilson_upper_beta","se_of_omega_ci","success_omega_rescaled","failure_omega_rescaled","p_omega_rescaled","bino_ci_norm_lower_omega_rescaled","bino_ci_exact_lower_omega_rescaled","bino_ci_wilson_lower_omega_rescaled","bino_ci_norm_upper_omega_rescaled","bino_ci_exact_upper_omega_rescaled","bino_ci_wilson_upper_omega_rescaled","success_omega","failure_omega","p_omega","bino_ci_norm_lower_omega","bino_ci_exact_lower_omega","bino_ci_wilson_lower_omega","bino_ci_norm_upper_omega","bino_ci_exact_upper_omega","bino_ci_wilson_upper_omega","se_of_rho_ci","success_rho_rescaled","failure_rho_rescaled","p_rho_rescaled","bino_ci_norm_lower_rho_rescaled","bino_ci_exact_lower_rho_rescaled","bino_ci_wilson_lower_rho_rescaled","bino_ci_norm_upper_rho_rescaled","bino_ci_exact_upper_rho_rescaled","bino_ci_wilson_upper_rho_rescaled","success_rho","failure_rho","p_rho","bino_ci_norm_lower_rho","bino_ci_exact_lower_rho","bino_ci_wilson_lower_rho","bino_ci_norm_upper_rho","bino_ci_exact_upper_rho","bino_ci_wilson_upper_rho","beta_mse","beta_smse_with_model_se","beta_smse_with_emp_se","beta_smse_with_avg_model_se","omega_mse","omega_smse_with_model_se","omega_smse_with_emp_se","omega_smse_with_avg_model_se","rho_mse","rho_smse_with_model_se","rho_smse_with_emp_se","rho_smse_with_avg_model_se","beta_bias_trimmed","omega_bias_trimmed","rho_bias_trimmed","beta_mse_trimmed","beta_smse_with_model_se_trimmed","beta_smse_with_emp_se_trimmed","beta_smse_with_avg_model_se_trimmed","omega_mse_trimmed","omega_smse_with_model_se_trimmed","omega_smse_with_emp_se_trimmed","omega_smse_with_avg_model_se_trimmed","rho_mse_trimmed","rho_smse_with_model_se_trimmed","rho_smse_with_emp_se_trimmed","rho_smse_with_avg_model_se_trimmed"
-1.54279348792551e-05,0.0345347537911389,0.0031767739973201,0.00115735328245761,0.0149095425596012,0.00375466444440961,0.000535222827189325,0.0171071948489071,0.0022212979091427,-0.9,500,10000,0,0.0625,2,0.034079585216323,0.0146551766773563,0.0168275700385912,0.0337562436703334,8988,474,0.949904882688649,0.945509523426894,0.945316197191121,0.94532404218502,0.954300241950404,0.954214008571759,0.954120559442686,9042,420,0.955611921369689,0.951462088822809,0.951266717999694,0.951273915134916,0.959761753916569,0.959673759666908,0.959580131756566,0.0141005913114543,8907,555,0.941344324667089,0.936609696324476,0.936419362030607,0.93642816209691,0.946078953009703,0.945995351462501,0.945902271635131,8944,518,0.945254703022617,0.940671126872136,0.940479435337344,0.940487801275805,0.949838279173097,0.949753476573492,0.949660215322157,0.0163977223080188,8962,500,0.94715704924963,0.942649285488606,0.942456928166286,0.942465081654932,0.951664813010654,0.951579425457607,0.951486083364289,8992,470,0.950327626294652,0.945949878337999,0.945756402219883,0.945764199570296,0.954705374251305,0.954619010642358,0.954525546151022,0.00116129562101587,0.965300841667424,0.999894519038623,0.973710963887516,0.000216090971459633,1.08657493976486,1.00613094121169,0.972093376076762,0.000283423650106782,0.998071229160144,1.00090595514432,0.968452853025776,4.49781761905201e-05,0.000797502492085119,0.000301896333269343,0.00101775932995501,0.854360943573227,0.876307425349819,0.855951905231069,0.000177691939668212,0.860677551756779,0.827343027320814,0.813238057231074,0.000242597569695524,0.849490961339532,0.856729324177091,0.832159558994401
0.000116105809410589,0.0304635381779231,0.00219255381877927,0.000806706216927423,0.0124300861240202,0.00236205740334463,0.00267368597299508,0.0571332781695939,0.00709243485185052,-0.6,500,10000,0,0.0625,2,0.0301720599863853,0.0121456866882229,0.0558977190652754,0.0298688329304644,8990,501,0.947213149299336,0.942714534163139,0.942522749050676,0.942530871218499,0.951711764435534,0.951626622763881,0.951533557009919,9046,445,0.95311347592456,0.94886054402486,0.948666672917105,0.948674132074493,0.957366407824261,0.957279453940789,0.957186175051508,0.0115489454569252,8941,550,0.942050363502265,0.937349750218918,0.937159757991218,0.937168453026379,0.946750976785613,0.946667416787126,0.946574581166654,9003,488,0.948582867980192,0.944139792743226,0.943947527254237,0.943955496371281,0.953025943217158,0.952940381345275,0.952847260886933,0.0559023680890496,9007,484,0.949004319881994,0.944578508579242,0.944386094841492,0.944394016767291,0.953430131184745,0.953344439965471,0.953251303269322,9013,478,0.949636497734696,0.945236739982037,0.94504410346747,0.945051954516272,0.954036255487355,0.953950370196109,0.953857209687939,0.000910270766858749,0.977335401839007,0.999909445078086,0.980866517429062,0.000148152937144561,1.0186434609248,1.00430614084955,0.958874988073074,0.00313137438097124,0.98116281562609,1.00218251375891,0.959304997707846,0.000111091960853243,0.000556611102777333,0.00185589832398737,0.000794316624793373,0.853801261612597,0.872536748877805,0.857589296796996,0.000123824176718299,0.841386558272048,0.839385188445403,0.809306968564631,0.0026647374515962,0.836157937531006,0.85283742946121,0.819387131404272
0.000514969231474201,0.0299674226241409,0.00194679482195656,0.0005853043359531,0.0122386518365423,0.00213328726819907,0.00519924938096041,0.0939930555530993,0.0107966838362494,-0.3,500,10000,0,0.0625,2,0.0295527452898649,0.0119484002046601,0.0911804477865145,0.0296911482628676,9046,448,0.952812302506846,0.948547081405439,0.948353379592853,0.948360870470268,0.957077523608254,0.956990690045862,0.956897449251945,9067,427,0.955024225826838,0.950855340052301,0.950660845016331,0.950668084890506,0.959193111601375,0.959105597394581,0.959012292220441,0.0120508483265181,9068,426,0.955129555508742,0.95096532457724,0.950770791576564,0.950778019456209,0.959293786440245,0.959206239796093,0.959112931816107,9021,473,0.950179060459237,0.945802507761071,0.945609741028743,0.945617528688397,0.954555613157404,0.954469588672157,0.95437643699961,0.0894695691781604,8983,511,0.946176532546872,0.941637164458182,0.941445802407389,0.941454037471793,0.950715900635561,0.950631103831791,0.950538110084219,9041,453,0.952285654097325,0.947997883063566,0.947804369032893,0.947811919435877,0.956573425131083,0.95648675348373,0.956393529479495,0.000873537956245257,0.970470210973623,1.00019831585463,0.972709136212393,0.000143091811301528,1.01064509195417,1.00229429854302,0.955317252045545,0.00834003055496474,0.976496528239583,1.0031461261298,0.944008936847838,0.000577323291768031,0.000380875351355732,0.00402819114376989,0.000761871926544006,0.849406056833774,0.872341049840181,0.84969407537664,0.000121541805458328,0.84511096301353,0.85134612202792,0.817989808259104,0.00717898465608342,0.839450923149617,0.863494515977319,0.814411166587463
0.000665760609646006,0.0303444720092489,0.00183916978784258,0.000680772967581579,0.0127165503769062,0.00206232378312776,0.000282354459389218,0.118751144707382,0.0107182084555373,0,500,10000,0,0.0625,2,0.0302721877233056,0.0122768512800505,0.113856519708437,0.0299820807509446,8992,503,0.947024749868352,0.942519511443908,0.942327873566283,0.942336013296953,0.951529988292796,0.951444940541157,0.951351920837062,9022,473,0.950184307530279,0.945808203681673,0.945615455545222,0.945623241792233,0.954560411378885,0.954474394418037,0.95438125213069,0.0125247986317746,9037,458,0.951764086361243,0.947454351845045,0.947261043910357,0.947268652375793,0.956073820877441,0.955987318719096,0.955894121441585,9060,435,0.954186413902054,0.949980945587274,0.949786772503269,0.949794106872286,0.958391882216833,0.958304635202547,0.958211362783254,0.115957044675084,9084,411,0.956714060031596,0.952620839803814,0.952425754143862,0.952432800354436,0.960807280259377,0.960719254691866,0.960625917132231,8981,514,0.945866245392312,0.941314797809233,0.941123564181996,0.94113183288473,0.950417692975391,0.950333000247611,0.950240029326686,0.000916752072226288,0.996313989014427,1.00037835077175,0.995617977474943,0.000151168655454709,0.97502866644468,1.00296957870852,0.934809501994624,0.0129620215269514,1.01557393205323,0.999900831388296,0.919172725156779,0.000770176176541309,0.000487780509608176,-0.000268329347892848,0.000797906655380769,0.870006107152241,0.870691834970389,0.867754894211452,0.000128620358809392,0.816781617778596,0.853366769059105,0.800774450753989,0.0114488714032339,0.864241292835579,0.883175206178174,0.812605755497619
0.000379377946542184,0.0315572916391123,0.00183837855114147,0.000955959387014999,0.01373954104124,0.00216569749021677,-0.0102063039624546,0.115113928566505,0.015517553653956,0.3,500,10000,0,0.0625,2,0.0315520245523074,0.013291764418245,0.110556072200433,0.0313028259898513,9008,483,0.949109682857444,0.94468820061131,0.944495749778008,0.944503659898542,0.953531165103578,0.95344544154326,0.953352300832671,9028,463,0.951216942366452,0.946883166945911,0.946689971278968,0.946697644643562,0.955550717786994,0.955464347034277,0.955371129979645,0.0136187395959404,9038,453,0.952270572120957,0.947981479735254,0.947787909450311,0.947795463949094,0.956559664506659,0.956472969874349,0.95637971762011,9053,438,0.953851016752713,0.949630035270677,0.949435900082668,0.949443275627367,0.958071998234749,0.957984817392958,0.957891516360832,0.110972324315328,9005,486,0.948793593931093,0.944359140233348,0.944166800646536,0.944174746173893,0.953228047628837,0.953142421086595,0.95304929247352,8969,522,0.945000526814877,0.940413963481204,0.940222950007004,0.940231318429955,0.949587090148551,0.949502626726768,0.949409655211869,0.000995569288946086,0.999998797038383,1.00003921085929,0.999705414548633,0.000177566245117367,0.963878138622861,1.00506729321961,0.940623792251905,0.0123255259267058,1.04496215926694,1.00841723092452,0.930142970661249,0.000399969859335989,0.000733713446208226,-0.00892107221323115,0.000860006072685119,0.864256292822798,0.863867340838388,0.864679808752684,0.000149410613876721,0.808948302285868,0.845699705865265,0.796633452578075,0.0106239591885616,0.863686288772685,0.86920295085921,0.800908882565687
0.000240710682201623,0.0343596232591862,0.00205980952739939,0.00106661618605078,0.0159022378390042,0.002493321794752,-0.0101241100155463,0.0734452207299627,0.0160682103169156,0.6,500,10000,0,0.0625,2,0.0343191672404297,0.015514620540486,0.0713343903975155,0.0337553255933505,8989,505,0.946808510638298,0.942294364343164,0.942102781713502,0.942110946407337,0.951322656933432,0.951237666435728,0.951144646116885,9042,452,0.952390983779229,0.948107711138469,0.947914159583187,0.947921698088054,0.956674256419989,0.956587552393795,0.956494324988687,0.0145115292004424,8884,610,0.93574889403834,0.930816662649244,0.930628886605045,0.930638270534134,0.940681125427436,0.940599518299463,0.94050703504642,9044,450,0.952601643143038,0.948327384641796,0.948133757989805,0.948141272687977,0.95687590164428,0.956789132854181,0.9566958987115,0.0677577750022049,8897,597,0.937118179903097,0.932235219402785,0.932046977510394,0.93205621174755,0.942001140403409,0.941919114994841,0.941826557930791,9018,476,0.949863071413524,0.945473391614051,0.945280736473098,0.945288559609647,0.954252751212997,0.954166823737329,0.954073683594255,0.00117773912385783,0.995129796437089,0.999943864896753,0.997590525237602,0.000241815767385739,0.973121371543742,1.00462110895414,0.956242685141729,0.00519055687687266,0.97514591677151,1.02003728306347,0.962247681901953,0.000310952593865199,0.000822923733632129,-0.0083469371710486,0.00103045941749539,0.873361673276956,0.87489797330872,0.873823751074832,0.000205140043612565,0.829277440492006,0.852252193200492,0.816297059005208,0.00422865506803396,0.810943705681185,0.831006369630376,0.79308194779452
0.000720904283667623,0.0463572529903507,0.00344815182816421,0.00105082821663561,0.029293392606707,0.00542589339957999,-0.00126769326509879,0.0158609879773501,0.00323332726693884,0.9,500,10000,0,0.0625,2,0.0467675091815714,0.0285182155546608,0.0156979976686348,0.0454544815005142,8910,537,0.943156557637345,0.938487457231297,0.938296190517417,0.938304803567495,0.947825658043393,0.947741365327271,0.947648054332294,8956,491,0.948025828305282,0.943549674437949,0.943356703664154,0.943364772692993,0.952501982172616,0.952416190174026,0.952322668143232,0.027481402893122,8882,565,0.940192653752514,0.935410904191157,0.935220663509981,0.93522960514392,0.944974403313871,0.944891021877348,0.944797854446733,9004,443,0.953106806393564,0.948843693586531,0.948648915001935,0.948656409711548,0.957369919200597,0.957282559030109,0.957188856797479,0.0160129236994677,9009,438,0.953636074944427,0.949395911796398,0.949200942845992,0.949208377277258,0.957876238092455,0.957788714304192,0.957694996072687,8947,500,0.947073144913729,0.94255842368253,0.942365788300557,0.942373964217815,0.951587866144928,0.951502367726111,0.951408884304759,0.00218748809480868,1.01737371900008,1.0001317573937,1.01791218299825,0.000814306768745273,222.405928708845,1.0012518929936,0.948961733847589,0.000248008091792757,1.01897209533101,1.00641553137081,0.985837601790158,0.000834921028245069,0.000547270102605202,-0.000900838617235935,0.00189569199225852,0.885129032541432,0.866720951850717,0.883552032596241,0.000687735519337474,0.821323736588155,0.845622948310509,0.803794436445918,0.000203981277115401,0.851231017855092,0.827754949097948,0.821523344342771
0.00600988602801574,0.0709527337347825,0.00990973873538563,0.000684483333135627,0.0122224418887859,0.00266140132203432,0.000501322832168463,0.0146445789169693,0.00171055592456276,-0.9,500,10000,1,0.0625,2,0.0705598220396176,0.0122715858170977,0.014527210696282,0.0702388318164633,8974,499,0.947323973398079,0.942825552470764,0.942633361532374,0.942641486835236,0.951822394325393,0.951737055463628,0.951643812420433,9022,451,0.952391006017101,0.948102989319264,0.947909005447461,0.947916560696656,0.956679022714938,0.956592124882503,0.956498695931113,0.0117381795627344,8943,530,0.944051514831627,0.939423483018325,0.939232434226987,0.93924092414928,0.948679546644928,0.948595212652267,0.948502110970242,8963,510,0.946162778422886,0.94161783405381,0.941426049679873,0.941434304654875,0.950707722791962,0.950622740652626,0.950529546036355,0.0145186422392863,9022,451,0.952391006017101,0.948102989319264,0.947909005447461,0.947916560696656,0.956679022714938,0.956592124882503,0.956498695931113,8983,490,0.948274042014145,0.943814137862253,0.943621613159484,0.943629632114852,0.952733946166038,0.95264831530224,0.952555034148086,0.00501428165014558,0.992352244074497,1.00714910442404,0.996025502582006,0.000151044438948559,1.06934910270791,1.00300561137236,1.01108758583909,0.000211268897158577,1.01468373052151,1.00108532366632,0.985103331607759,0.005107221419708,0.000391251848872628,0.000324721340623817,0.00425562507949436,0.843640020771531,0.854768297160334,0.850738076246134,0.000125065779151954,0.879381295538193,0.830495178460609,0.848725333458346,0.000181438381235049,0.865221798353872,0.859735167111929,0.848096470262779
0.00515760615645439,0.0577339600930998,0.0064875748548717,0.000608789778555854,0.0109191712306955,0.00188016252077185,0.00201822553708589,0.050063162783246,0.00530569748126787,-0.6,500,10000,1,0.0625,2,0.0572585562889468,0.0107563301462337,0.0494649026858408,0.056617892464758,8944,546,0.942465753424658,0.937780738384768,0.93759058268848,0.937599232767474,0.947150768464547,0.947067072426207,0.946974207438592,9032,458,0.951738672286617,0.947426724669041,0.947233323163092,0.94724093851522,0.956050619904194,0.955964079606017,0.955870835279352,0.0109265576149218,9038,452,0.952370916754478,0.948085883873964,0.947892257276012,0.947899801233092,0.956655949634992,0.956569214932625,0.956475949851605,9007,483,0.949104320337197,0.944682384673587,0.944489915304179,0.944497826863102,0.953526256000807,0.953440524978437,0.95334737488928,0.0496553430351526,9039,451,0.952476290832455,0.94819576386963,0.948002099701496,0.94800963174731,0.956756817795281,0.956670050685047,0.956576782219074,9011,479,0.949525816649104,0.945121251639466,0.944928633722821,0.944936498020841,0.953930381658743,0.953844521228138,0.953751355258292,0.00330479769619096,0.97840276189091,1.00800826274237,0.991475949436474,0.000116057071571926,1.02152254327279,1.00309799114907,0.973402046463729,0.00245059200521025,1.00233420987587,1.00155936079089,0.977764907635255,0.00452062554279714,0.000414035269766623,0.00152661636190558,0.00283554133257566,0.849070245167051,0.864878687091233,0.854093035047654,9.77943375403619e-05,0.845850500790745,0.845250549611671,0.82664448229886,0.00212705808428395,0.86516317962273,0.869330729362983,0.850647725649244
0.00421700161961199,0.0514412150458156,0.00540065286298675,0.000274333327709029,0.0107276876111532,0.00168903724558758,0.00536566947552207,0.0809165280655871,0.00769481377287005,-0.3,500,10000,1,0.0625,2,0.0511036350025078,0.0106981666754039,0.079073622922172,0.0498554554604035,8973,523,0.944924178601516,0.94033582678128,0.94014494108082,0.940153313537244,0.949512530421753,0.949428135227636,0.949335214942785,9029,467,0.950821398483572,0.946472139197906,0.946279186175386,0.946286899999837,0.955170657769238,0.955084454343978,0.954991298916851,0.0101893217357974,8957,539,0.943239258635215,0.938585405196057,0.938395103312753,0.938403662404566,0.947893112074372,0.947809232681635,0.947716388807848,9009,487,0.948715248525695,0.944278755464428,0.944086545412936,0.944094495503095,0.953151741586962,0.953066184537732,0.952973106829072,0.0781964819183308,9007,489,0.948504633529907,0.944059533449277,0.943867397395462,0.943875371045416,0.952949733610538,0.952864241161039,0.952771171628299,9032,464,0.951137320977254,0.946801333818935,0.946608268861052,0.946615947136828,0.955473308135572,0.955387007691329,0.955293841267538,0.00262908959401494,0.982263427272913,1.00670401573729,0.993534494599137,0.000114513976465172,1.03560714848142,1.00055225709997,0.995053104065286,0.00628076980131202,0.983924219355705,1.00449921456909,0.959264552317928,0.00365859511889947,7.91350361271684e-05,0.00466182919041313,0.00227221364512794,0.860572029119532,0.870052738548993,0.86075338208726,9.73459418872983e-05,0.878103558329914,0.85054859573829,0.851587467847719,0.00544385452148413,0.846863140730497,0.87064926180178,0.832487065671784
